"MEASURE","Measure","SEX_ABS","Sex","AGE","Age","INDIGENOUS_STATUS","Indigenous status","REGION_DEATHS","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Population","2","Females","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2010","2010",293,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2011","2011",305,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2012","2012",318,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2013","2013",328,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2014","2014",343,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2015","2015",345,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2016","2016",360,,
"1","Population","1","Males","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2010","2010",308,,
"1","Population","1","Males","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2011","2011",320,,
"1","Population","1","Males","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2012","2012",330,,
"1","Population","1","Males","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2013","2013",336,,
"1","Population","1","Males","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2014","2014",346,,
"1","Population","1","Males","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2015","2015",375,,
"1","Population","1","Males","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2016","2016",412,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2010","2010",488,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2011","2011",505,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2012","2012",513,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2013","2013",522,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2014","2014",541,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2015","2015",571,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2016","2016",602,,
"1","Population","1","Males","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2010","2010",266,,
"1","Population","1","Males","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2011","2011",264,,
"1","Population","1","Males","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2012","2012",275,,
"1","Population","1","Males","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2013","2013",293,,
"1","Population","1","Males","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2014","2014",317,,
"1","Population","1","Males","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2015","2015",346,,
"1","Population","1","Males","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2016","2016",379,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2010","2010",425,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2011","2011",436,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2012","2012",447,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2013","2013",457,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2014","2014",466,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2015","2015",482,,
"1","Population","2","Females","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2016","2016",499,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","1","New South Wales","A","Annual","2010","2010",49,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","1","New South Wales","A","Annual","2011","2011",78,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","1","New South Wales","A","Annual","2012","2012",72,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","1","New South Wales","A","Annual","2013","2013",79,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","1","New South Wales","A","Annual","2014","2014",75,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","1","New South Wales","A","Annual","2015","2015",75,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","1","New South Wales","A","Annual","2016","2016",84,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","1","New South Wales","A","Annual","2010","2010",95,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","1","New South Wales","A","Annual","2011","2011",108,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","1","New South Wales","A","Annual","2012","2012",90,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","1","New South Wales","A","Annual","2013","2013",114,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","1","New South Wales","A","Annual","2014","2014",110,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","1","New South Wales","A","Annual","2015","2015",105,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","1","New South Wales","A","Annual","2016","2016",120,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","3","Queensland","A","Annual","2010","2010",92,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","3","Queensland","A","Annual","2011","2011",66,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","3","Queensland","A","Annual","2012","2012",54,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","3","Queensland","A","Annual","2013","2013",51,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","3","Queensland","A","Annual","2014","2014",70,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","3","Queensland","A","Annual","2015","2015",88,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","3","Queensland","A","Annual","2016","2016",88,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","3","Queensland","A","Annual","2010","2010",93,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","3","Queensland","A","Annual","2011","2011",62,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","3","Queensland","A","Annual","2012","2012",91,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","3","Queensland","A","Annual","2013","2013",95,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","3","Queensland","A","Annual","2014","2014",70,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","3","Queensland","A","Annual","2015","2015",89,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","3","Queensland","A","Annual","2016","2016",124,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2010","2010",14,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2011","2011",9,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2012","2012",9,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2013","2013",9,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2014","2014",8,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2015","2015",12,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2016","2016",15,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2010","2010",17,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2011","2011",8,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2012","2012",15,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2013","2013",10,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2014","2014",21,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2015","2015",20,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","4","South Australia","A","Annual","2016","2016",16,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2010","2010",25,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2011","2011",40,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2012","2012",39,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2013","2013",36,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2014","2014",27,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2015","2015",31,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2016","2016",38,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2010","2010",39,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2011","2011",37,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2012","2012",49,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2013","2013",28,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2014","2014",52,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2015","2015",49,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","5","Western Australia","A","Annual","2016","2016",53,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2010","2010",15,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2011","2011",24,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2012","2012",33,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2013","2013",20,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2014","2014",30,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2015","2015",30,,
"4","Deaths","1","Males","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2016","2016",29,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2010","2010",39,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2011","2011",31,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2012","2012",28,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2013","2013",44,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2014","2014",58,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2015","2015",56,,
"4","Deaths","2","Females","7599","75 and over","4","Indigenous","7","Northern Territory","A","Annual","2016","2016",47,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2010","2010",195977,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2011","2011",201766,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2012","2012",207080,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2013","2013",212759,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2014","2014",218815,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2015","2015",224914,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2016","2016",230822,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2010","2010",276884,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2011","2011",282181,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2012","2012",285726,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2013","2013",289854,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2014","2014",294511,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2015","2015",298467,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2016","2016",303091,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2010","2010",102284,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2011","2011",105626,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2012","2012",109385,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2013","2013",113575,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2014","2014",118244,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2015","2015",123124,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2016","2016",128636,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2010","2010",138591,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2011","2011",141798,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2012","2012",145007,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2013","2013",148130,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2014","2014",152417,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2015","2015",156783,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2016","2016",161764,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2010","2010",50468,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2011","2011",51426,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2012","2012",52792,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2013","2013",53914,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2014","2014",55356,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2015","2015",56520,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2016","2016",57828,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2010","2010",72790,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2011","2011",73428,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2012","2012",74012,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2013","2013",74702,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2014","2014",75686,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2015","2015",76402,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2016","2016",77405,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2010","2010",50535,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2011","2011",52233,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2012","2012",54197,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2013","2013",56315,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2014","2014",58578,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2015","2015",60711,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2016","2016",62790,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2010","2010",70164,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2011","2011",72571,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2012","2012",73986,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2013","2013",75707,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2014","2014",77582,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2015","2015",79578,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2016","2016",81481,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2010","2010",1362,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2011","2011",1469,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2012","2012",1572,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2013","2013",1678,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2014","2014",1720,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2015","2015",1831,,
"1","Population","1","Males","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2016","2016",1967,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2010","2010",1386,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2011","2011",1431,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2012","2012",1519,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2013","2013",1594,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2014","2014",1671,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2015","2015",1826,,
"1","Population","2","Females","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2016","2016",1960,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2010","2010",14135,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2011","2011",15321,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2012","2012",14894,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2013","2013",15251,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2014","2014",15558,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2015","2015",16154,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2016","2016",16460,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2010","2010",17254,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2011","2011",18272,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2012","2012",17747,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2013","2013",18006,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2014","2014",19195,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2015","2015",19624,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","1","New South Wales","A","Annual","2016","2016",19427,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2010","2010",7515,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2011","2011",7809,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2012","2012",8027,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2013","2013",7828,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2014","2014",8201,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2015","2015",8580,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2016","2016",8732,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2010","2010",8715,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2011","2011",8927,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2012","2012",9298,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2013","2013",8900,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2014","2014",9358,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2015","2015",9928,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","3","Queensland","A","Annual","2016","2016",9489,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2010","2010",3860,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2011","2011",3826,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2012","2012",4021,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2013","2013",3937,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2014","2014",4079,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2015","2015",4198,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2016","2016",4156,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2010","2010",4949,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2011","2011",4860,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2012","2012",5102,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2013","2013",4786,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2014","2014",5090,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2015","2015",5177,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","4","South Australia","A","Annual","2016","2016",4970,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2010","2010",3640,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2011","2011",3584,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2012","2012",3765,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2013","2013",3832,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2014","2014",3919,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2015","2015",4222,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2016","2016",4390,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2010","2010",4101,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2011","2011",4211,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2012","2012",4476,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2013","2013",4402,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2014","2014",4508,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2015","2015",4669,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","5","Western Australia","A","Annual","2016","2016",4949,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2010","2010",103,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2011","2011",96,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2012","2012",110,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2013","2013",140,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2014","2014",121,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2015","2015",154,,
"4","Deaths","1","Males","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2016","2016",126,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2010","2010",79,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2011","2011",92,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2012","2012",78,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2013","2013",94,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2014","2014",85,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2015","2015",90,,
"4","Deaths","2","Females","7599","75 and over","1","Non-Indigenous","7","Northern Territory","A","Annual","2016","2016",103,,
"1","Population","1","Males","1524","15 - 24","4","Indigenous","1","New South Wales","A","Annual","2010","2010",20472,,
"1","Population","1","Males","1524","15 - 24","4","Indigenous","1","New South Wales","A","Annual","2011","2011",21468,,
"1","Population","1","Males","1524","15 - 24","4","Indigenous","1","New South Wales","A","Annual","2012","2012",22301,,
"1","Population","1","Males","1524","15 - 24","4","Indigenous","1","New South Wales","A","Annual","2013","2013",23081,,
"1","Population","1","Males","1524","15 - 24","4","Indigenous","1","New South Wales","A","Annual","2014","2014",23682,,
"1","Population","1","Males","1524","15 - 24","4","Indigenous","1","New South Wales","A","Annual","2015","2015",23974,,
"1","Population","1","Males","1524","15 - 24","4","Indigenous","1","New South Wales","A","Annual","2016","2016",24225,,
"1","Population","2","Females","1524","15 - 24","4","Indigenous","1","New South Wales","A","Annual","2010","2010",19639,,
"1","Population","2","Females","1524","15 - 24","4","Indigenous","1","New South Wales","A","Annual","2011","2011",20371,,
"1","Population","2","Females","1524","15 - 24","4","Indigenous","1","New South Wales","A","Annual","2012","2012",21003,,
"1","Population","2","Females","1524","15 - 24","4","Indigenous","1","New South Wales","A","Annual","2013","2013",21629,,
